,Activation,ROI,Contrast
258,-0.8726751337231304,roi67,EMOTION_SHAPES
259,-1.1658682367305189,roi67,EMOTION_SHAPES
260,1.6891638270004177,roi67,EMOTION_SHAPES
261,0.2138914590559831,roi67,EMOTION_SHAPES
262,-0.5307953528725126,roi67,EMOTION_SHAPES
263,-1.6199927025041134,roi67,EMOTION_SHAPES
264,-1.0074487758568629,roi67,EMOTION_SHAPES
265,-0.8138183207757564,roi67,EMOTION_SHAPES
266,-1.381832117682606,roi67,EMOTION_SHAPES
267,-0.43075320362392383,roi67,EMOTION_SHAPES
268,-1.3876132345436492,roi67,EMOTION_SHAPES
269,-1.2773231854696498,roi67,EMOTION_SHAPES
270,0.8957359364196179,roi67,EMOTION_SHAPES
271,-0.6976687846928492,roi67,EMOTION_SHAPES
272,-0.14597540243189727,roi67,EMOTION_SHAPES
273,-0.7337394265526656,roi67,EMOTION_SHAPES
274,-1.415914127963685,roi67,EMOTION_SHAPES
275,-0.7315640835840392,roi67,EMOTION_SHAPES
276,-1.2354526930099163,roi67,EMOTION_SHAPES
277,-0.9733586391200169,roi67,EMOTION_SHAPES
278,-0.4861842281652361,roi67,EMOTION_SHAPES
279,0.5797838538913014,roi67,EMOTION_SHAPES
280,-0.17215916175343748,roi67,EMOTION_SHAPES
281,2.313078362567668,roi67,EMOTION_SHAPES
282,-2.061064618798445,roi67,EMOTION_SHAPES
283,0.1726775016318599,roi67,EMOTION_SHAPES
284,-1.1756222612044263,roi67,EMOTION_SHAPES
285,-0.6759151058533864,roi67,EMOTION_SHAPES
286,-0.3794104313812635,roi67,EMOTION_SHAPES
287,-1.3417956672677522,roi67,EMOTION_SHAPES
288,-0.901594651661264,roi67,EMOTION_SHAPES
289,-0.9714314880124227,roi67,EMOTION_SHAPES
290,-0.2604330298040182,roi67,EMOTION_SHAPES
291,0.5383192809826527,roi67,EMOTION_SHAPES
292,-0.9780156657631908,roi67,EMOTION_SHAPES
293,-2.52363393914109,roi67,EMOTION_SHAPES
294,-0.6093295780214383,roi67,EMOTION_SHAPES
295,-0.7475502507155974,roi67,EMOTION_SHAPES
296,-0.48348388227758593,roi67,EMOTION_SHAPES
297,-1.3452738747150907,roi67,EMOTION_SHAPES
298,-0.7163809462641432,roi67,EMOTION_SHAPES
299,-0.8858954160611577,roi67,EMOTION_SHAPES
300,-0.9935753873467856,roi67,EMOTION_SHAPES
301,-1.89360865406383,roi67,EMOTION_SHAPES
302,-1.5710088712536656,roi67,EMOTION_SHAPES
303,-0.6498957347674167,roi67,EMOTION_SHAPES
304,0.8336143977615513,roi67,EMOTION_SHAPES
305,-0.7411000906567041,roi67,EMOTION_SHAPES
306,-1.3927913322993275,roi67,EMOTION_SHAPES
307,-1.2755645951277614,roi67,EMOTION_SHAPES
308,0.22967528020705563,roi67,EMOTION_SHAPES
309,-1.849941302708904,roi67,EMOTION_SHAPES
310,-0.3378888494871591,roi67,EMOTION_SHAPES
311,0.40592739284886176,roi67,EMOTION_SHAPES
312,-1.7372613801419183,roi67,EMOTION_SHAPES
313,0.020864401905355365,roi67,EMOTION_SHAPES
314,-0.9045383520467283,roi67,EMOTION_SHAPES
315,-1.23089133203888,roi67,EMOTION_SHAPES
316,-0.3601680060672629,roi67,EMOTION_SHAPES
317,-1.8992914680095416,roi67,EMOTION_SHAPES
318,-1.2098972238085235,roi67,EMOTION_SHAPES
319,-1.1804602772023203,roi67,EMOTION_SHAPES
320,-0.30615563330150414,roi67,EMOTION_SHAPES
321,0.09355951372688542,roi67,EMOTION_SHAPES
322,-0.6736388132362391,roi67,EMOTION_SHAPES
323,-0.6544934042004121,roi67,EMOTION_SHAPES
324,-1.1598846837449046,roi67,EMOTION_SHAPES
325,0.5524367692082056,roi67,EMOTION_SHAPES
326,-0.3076817488967342,roi67,EMOTION_SHAPES
327,-0.9245967180897324,roi67,EMOTION_SHAPES
328,-1.2873989649284374,roi67,EMOTION_SHAPES
329,-0.445511766310249,roi67,EMOTION_SHAPES
330,-0.050473735098128074,roi67,EMOTION_SHAPES
331,-0.9373677422631584,roi67,EMOTION_SHAPES
332,-1.185037027126015,roi67,EMOTION_SHAPES
333,-1.5432050843049303,roi67,EMOTION_SHAPES
334,-2.0010154926891905,roi67,EMOTION_SHAPES
335,-1.4182225140455407,roi67,EMOTION_SHAPES
336,0.36214850601538473,roi67,EMOTION_SHAPES
337,-0.7794260687365363,roi67,EMOTION_SHAPES
338,-2.5057114577822146,roi67,EMOTION_SHAPES
339,-1.6300230470146932,roi67,EMOTION_SHAPES
340,-2.0120032990752605,roi67,EMOTION_SHAPES
341,0.8031297898749404,roi67,EMOTION_SHAPES
342,-1.0824962015079187,roi67,EMOTION_SHAPES
343,-2.7814803444844785,roi67,EMOTION_SHAPES
344,0.058637931835108056,roi67,EMOTION_SHAPES
345,-1.1428999078019055,roi67,EMOTION_SHAPES
346,0.08385670200754214,roi67,EMOTION_SHAPES
347,0.8850220225425223,roi67,EMOTION_SHAPES
348,-0.6087553830225072,roi67,EMOTION_SHAPES
349,-0.7331363699540565,roi67,EMOTION_SHAPES
350,0.03313911649557302,roi67,EMOTION_SHAPES
351,-0.12671368126489205,roi67,EMOTION_SHAPES
352,-2.1519535389816156,roi68,EMOTION_SHAPES
353,-0.694362899976568,roi68,EMOTION_SHAPES
354,-1.5544454041066729,roi68,EMOTION_SHAPES
355,-0.5842011466661461,roi68,EMOTION_SHAPES
356,-2.3919960615967284,roi68,EMOTION_SHAPES
357,-0.9403048692765879,roi68,EMOTION_SHAPES
358,1.427669215696369,roi68,EMOTION_SHAPES
359,0.4539408426353475,roi68,EMOTION_SHAPES
360,1.1029805056959958,roi68,EMOTION_SHAPES
361,-0.1614064292571129,roi68,EMOTION_SHAPES
362,-2.5994289813388605,roi68,EMOTION_SHAPES
363,-0.9007263413022883,roi68,EMOTION_SHAPES
364,-0.3126631255327084,roi68,EMOTION_SHAPES
365,-1.1257535637887484,roi68,EMOTION_SHAPES
366,-0.8787355909051939,roi68,EMOTION_SHAPES
367,-0.7309471850967384,roi68,EMOTION_SHAPES
368,-1.083630011367518,roi68,EMOTION_SHAPES
369,-0.596126756281592,roi68,EMOTION_SHAPES
370,1.071877699359902,roi68,EMOTION_SHAPES
371,-0.36487503815533273,roi68,EMOTION_SHAPES
372,-0.04131243417941732,roi68,EMOTION_SHAPES
373,-0.40482185633300105,roi68,EMOTION_SHAPES
374,-0.9621595112294016,roi68,EMOTION_SHAPES
375,0.2536934736162948,roi68,EMOTION_SHAPES
376,-1.21991880236601,roi68,EMOTION_SHAPES
377,-1.4898274779607164,roi68,EMOTION_SHAPES
378,-1.1522816925480583,roi68,EMOTION_SHAPES
379,-0.22611718038388065,roi68,EMOTION_SHAPES
380,-0.03135593743354548,roi68,EMOTION_SHAPES
381,-0.3807151298933604,roi68,EMOTION_SHAPES
382,0.08750360152953361,roi68,EMOTION_SHAPES
383,0.09771775949775474,roi68,EMOTION_SHAPES
384,0.2922023012833961,roi68,EMOTION_SHAPES
385,-0.5922075467448735,roi68,EMOTION_SHAPES
386,-1.209516864404577,roi68,EMOTION_SHAPES
387,-0.36955059343745233,roi68,EMOTION_SHAPES
388,-0.6292938747264998,roi68,EMOTION_SHAPES
389,-0.08215723356533998,roi68,EMOTION_SHAPES
390,-1.1867637635114079,roi68,EMOTION_SHAPES
391,-1.75447021992386,roi68,EMOTION_SHAPES
392,-0.4066185641622724,roi68,EMOTION_SHAPES
393,0.049646380609601685,roi68,EMOTION_SHAPES
394,-0.7478158788471773,roi68,EMOTION_SHAPES
395,0.5315269523453026,roi68,EMOTION_SHAPES
396,-1.0520168928051135,roi68,EMOTION_SHAPES
397,1.436188159204903,roi68,EMOTION_SHAPES
398,0.6103771166617662,roi68,EMOTION_SHAPES
399,-0.06879488075537665,roi68,EMOTION_SHAPES
400,-1.323973719991045,roi68,EMOTION_SHAPES
401,-0.6291871396811075,roi68,EMOTION_SHAPES
402,0.8988588155380057,roi68,EMOTION_SHAPES
403,-1.1150296365012764,roi68,EMOTION_SHAPES
404,1.2139952705838368,roi68,EMOTION_SHAPES
405,-0.9663133487438244,roi68,EMOTION_SHAPES
406,-0.3760747877022368,roi68,EMOTION_SHAPES
407,0.05640793027907876,roi68,EMOTION_SHAPES
408,0.5159232481230447,roi68,EMOTION_SHAPES
409,-0.2617519811501552,roi68,EMOTION_SHAPES
410,0.027463343962153886,roi68,EMOTION_SHAPES
411,-0.7893733283399342,roi68,EMOTION_SHAPES
412,0.7060239746588194,roi68,EMOTION_SHAPES
413,-0.8941726264565659,roi68,EMOTION_SHAPES
414,0.48330713238101447,roi68,EMOTION_SHAPES
415,0.7046956245085312,roi68,EMOTION_SHAPES
416,-0.9416880087974275,roi68,EMOTION_SHAPES
417,-0.648426963844031,roi68,EMOTION_SHAPES
418,-0.025415254453342584,roi68,EMOTION_SHAPES
419,0.7953634632249303,roi68,EMOTION_SHAPES
420,-0.36883204473087966,roi68,EMOTION_SHAPES
421,-0.8390424078716022,roi68,EMOTION_SHAPES
422,-0.2600126148536219,roi68,EMOTION_SHAPES
423,-0.46537951813287753,roi68,EMOTION_SHAPES
424,-1.4692162511782951,roi68,EMOTION_SHAPES
425,-0.49832989671335776,roi68,EMOTION_SHAPES
426,0.7871960649499669,roi68,EMOTION_SHAPES
427,-1.158746228797099,roi68,EMOTION_SHAPES
428,-0.8204125638121694,roi68,EMOTION_SHAPES
429,-0.9617137616710352,roi68,EMOTION_SHAPES
430,-2.228486013125803,roi68,EMOTION_SHAPES
431,-1.234004341293257,roi68,EMOTION_SHAPES
432,0.5129928759415634,roi68,EMOTION_SHAPES
433,-0.7218429174536141,roi68,EMOTION_SHAPES
434,1.4021899234721786,roi68,EMOTION_SHAPES
435,0.16452449472308217,roi68,EMOTION_SHAPES
436,1.730600440154376,roi68,EMOTION_SHAPES
437,-0.3849887661563116,roi68,EMOTION_SHAPES
438,0.3929440166682952,roi68,EMOTION_SHAPES
439,-1.621833212535421,roi68,EMOTION_SHAPES
440,-1.2231831803510431,roi68,EMOTION_SHAPES
441,-0.7391237061165156,roi68,EMOTION_SHAPES
442,-0.11726417734462302,roi68,EMOTION_SHAPES
443,-0.04868161912304458,roi68,EMOTION_SHAPES
444,-0.9695003979868488,roi68,EMOTION_SHAPES
445,-1.111710365548788,roi68,EMOTION_SHAPES
446,1.3016707423703335,roi68,EMOTION_SHAPES
447,0.17174711678126187,roi68,EMOTION_SHAPES
448,-0.2730376114077444,roi68,EMOTION_SHAPES
449,-0.873542198859468,roi68,EMOTION_SHAPES
450,-0.1799779077855419,roi68,EMOTION_SHAPES
451,-1.6145547630912915,roi68,EMOTION_SHAPES
452,-1.1226839036899037,roi68,EMOTION_SHAPES
453,-1.2611399444795095,roi68,EMOTION_SHAPES
454,-0.19241885807787185,roi68,EMOTION_SHAPES
455,0.6462638239972875,roi68,EMOTION_SHAPES
456,-1.075852636118725,roi68,EMOTION_SHAPES
457,2.115047123970726,roi68,EMOTION_SHAPES
458,-1.0247926397805711,roi68,EMOTION_SHAPES
459,0.35131580379061234,roi68,EMOTION_SHAPES
460,-0.5391090789325972,roi68,EMOTION_SHAPES
461,-0.169230800231162,roi68,EMOTION_SHAPES
462,-1.0547404834796907,roi68,EMOTION_SHAPES
463,-0.5194363319697004,roi68,EMOTION_SHAPES
464,-0.3203746313802185,roi68,EMOTION_SHAPES
465,-0.6206840337490576,roi68,EMOTION_SHAPES
466,-0.7903749959941706,roi68,EMOTION_SHAPES
467,0.2510232694185106,roi68,EMOTION_SHAPES
468,-1.5024715771141928,roi68,EMOTION_SHAPES
469,-1.0188520035194415,roi68,EMOTION_SHAPES
470,0.41110237382963527,roi68,EMOTION_SHAPES
471,-0.36022328434319206,roi68,EMOTION_SHAPES
472,0.5246994837607417,roi68,EMOTION_SHAPES
473,-0.46646762525597296,roi68,EMOTION_SHAPES
474,-0.22041532677019404,roi68,EMOTION_SHAPES
475,-0.2894269210191851,roi68,EMOTION_SHAPES
476,-1.3885225732228719,roi68,EMOTION_SHAPES
477,-0.9074810343809075,roi68,EMOTION_SHAPES
478,-1.336701108201396,roi68,EMOTION_SHAPES
479,-0.2806316164205782,roi68,EMOTION_SHAPES
480,0.8079684922599881,roi68,EMOTION_SHAPES
481,-0.2929718417417462,roi68,EMOTION_SHAPES
482,-1.362740718454006,roi68,EMOTION_SHAPES
483,-0.3945492743732757,roi68,EMOTION_SHAPES
484,0.5734424890879382,roi68,EMOTION_SHAPES
485,-1.6845443661222816,roi68,EMOTION_SHAPES
486,0.3230248020565796,roi68,EMOTION_SHAPES
487,0.02944720777850307,roi68,EMOTION_SHAPES
488,-1.2638485348252289,roi68,EMOTION_SHAPES
489,0.35516366560477763,roi68,EMOTION_SHAPES
490,-0.6113547885470325,roi68,EMOTION_SHAPES
491,-0.8316395893834851,roi68,EMOTION_SHAPES
492,0.42216556963285257,roi68,EMOTION_SHAPES
493,-1.083017076482065,roi68,EMOTION_SHAPES
494,-0.09142248869648029,roi68,EMOTION_SHAPES
495,-1.8170802393287884,roi68,EMOTION_SHAPES
496,-0.35388595426411484,roi68,EMOTION_SHAPES
497,0.47693216593143006,roi68,EMOTION_SHAPES
498,-0.8571435122303229,roi68,EMOTION_SHAPES
499,-0.7137829336134017,roi68,EMOTION_SHAPES
500,-1.263462670282024,roi68,EMOTION_SHAPES
501,1.1719374319413163,roi68,EMOTION_SHAPES
502,0.02551361778671435,roi68,EMOTION_SHAPES
503,-0.46795959789619695,roi68,EMOTION_SHAPES
504,0.20463592711166712,roi68,EMOTION_SHAPES
